,Business ID,Review,Compound,Business Name,Business Alias,Category,City,State,ZipCode,Lat,Long,Review Count,Rating
4802,C5QyPNbMj_tNIH82afTFAw,"When I was starting my divorce, I was completely lost as far as what I could ask for. Jamie led me through the form used in California to ascertain the...",-0.3804,Martin Jamie Elmer,martin-jamie-elmer-berkeley,divorce,Berkeley,CA,94704,37.87094,-122.27222,3,5
4803,C5QyPNbMj_tNIH82afTFAw,Jamie helped me with my uncontested divorce in a very efficient and helpful manner.  Thankyou!,0.7542,Martin Jamie Elmer,martin-jamie-elmer-berkeley,divorce,Berkeley,CA,94704,37.87094,-122.27222,3,5
4804,7r0cdG1iUGnjDRKMgHuDdQ,"Today we signed our trust documents.  I'm in shock, and told the attorney, that some people think they can do this on their own just with the help of an...",0.5267,Peter Shelton Law,peter-shelton-law-berkeley,willstrustsprobates,Berkeley,CA,94704,37.86746782,-122.2690513,5,4
4805,7r0cdG1iUGnjDRKMgHuDdQ,"unfortunately after several tries to contact this firm with no response I had to go somewhere else.  Too bad, as the other reviews seemed promising, and the...",-0.6597,Peter Shelton Law,peter-shelton-law-berkeley,willstrustsprobates,Berkeley,CA,94704,37.86746782,-122.2690513,5,4
4806,7r0cdG1iUGnjDRKMgHuDdQ,"Peter is a thoughtful, careful attorney who will never make you feel rushed. We never felt anything but in good hands.",0.714,Peter Shelton Law,peter-shelton-law-berkeley,willstrustsprobates,Berkeley,CA,94704,37.86746782,-122.2690513,5,4
4807,a_DaMp-225lfhI5BYV53nQ,this is the worst lawyer there is.  save your money and go somewhere else.  out of five court cases he showed up one time. he never called to say he wasnt...,-0.2263,Decuir Paul Jr,decuir-paul-jr-channelview,lawyers,Channelview,TX,77530,29.77939,-95.13638,1,1
4808,sWyxhV81N-tdvNvAQZzExg,Takes your money. Does not respond to phone calls or keep you informed. Just money hungry. She does not care about ethics or how she treats her clients....,-0.3875,Appelman Kimberly,appelman-kimberly-catoosa,lawyers,Catoosa,OK,74015,36.19218,-95.73186,1,1
4825,hmUWC8YDa-snI_etwBAPuQ,"Pete is a great attorney, who listens to his clients and always takes the time to explain everything so we're kept informed. I'm very pleased with Tennant...",0.807,Tennant & Jarvis,tennant-and-jarvis-archdale-5,bankruptcy,Archdale,NC,27263,35.9091,-79.96871,1,5
4826,a8-Qe_fJ8sMR8V54ELcL_Q,"I generally do not write reviews, but I feel it is important to share my thoughts regarding Mr. Anderson's care for his clients.  I sought his legal advice...",0.8765,Anderson Law Firm,anderson-law-firm-archdale-4,bankruptcy,Archdale,NC,27263,35.9091,-79.96871,2,5
4827,a8-Qe_fJ8sMR8V54ELcL_Q,I have consulted with Ron throughout the years and he has always been so helpful and perfect in his guidance and expertise. I have referred several friends...,0.8215,Anderson Law Firm,anderson-law-firm-archdale-4,bankruptcy,Archdale,NC,27263,35.9091,-79.96871,2,5
4828,8toFHmoY3jo9bwAIMN8fHw,"My step-daughter used Mr. Broadie I can tell you this Mr. Broadie did do an acceptable job, in the court room.",0.3182,Robert A. Broadie Attorney At Law,robert-a-broadie-attorney-at-law-high-point,divorce,High Point,NC,27360,35.92273712,-79.98467255,1,4
4829,uxSXs-YApjb0kwsDyqEEng,Wasn't a pleasant experience. The staff isn't friendly.  We talked to April once and after the initial consultation we didn't talk with her at all. The...,-0.652,"Ivy, Ratcliff & Chasteen",ivy-ratcliff-and-chasteen-chickasha,divorce,Chickasha,OK,73018,35.05243309,-97.93566406,1,1
4830,K98DDMr49qpJ6oK_O0kHUA,"Excellent service! Couldn't be happier! I got in wayyyyy over my head and didn't know where to turn. Couldn't even afford a bankruptcy, let alone an...",-0.168,Michael K. Pepin Law Offices,michael-k-pepin-law-offices-pine-springs,criminaldefense,Pine Springs,MN,55115,45.0379601,-92.9580917,2,3
4831,K98DDMr49qpJ6oK_O0kHUA,""" BEWARE "" 

I hired Michael Pepin in 2014 to do a simple Bankruptcy for $2,300... Come to find out shortly after hiring him. That majority of my really bad...",0,Michael K. Pepin Law Offices,michael-k-pepin-law-offices-pine-springs,criminaldefense,Pine Springs,MN,55115,45.0379601,-92.9580917,2,3
4832,om1KLiUiwOW4COklnV_y2w,Great service from Daniel. I had a variance hearing in Borough of Hopatcong and Daniel was very helpful in the whole process and helped a lot. I have also...,0.8016,McCarthy Daniel L III Lawyer,mccarthy-daniel-l-iii-lawyer-hopatcong,lawyers,Hopatcong,NJ,7843,40.951953,-74.645965,2,3
4833,om1KLiUiwOW4COklnV_y2w,"Choosing a lawyer is an important decision and the right one can make ALL the difference.  Unfortunately, I've learned this the hard way with local attorney...",-0.25,McCarthy Daniel L III Lawyer,mccarthy-daniel-l-iii-lawyer-hopatcong,lawyers,Hopatcong,NJ,7843,40.951953,-74.645965,2,3
4834,higRxFmAJJ1eI0R4BxWDoA,"TL;DR: Roshandel Law office helped me get my case dismissed. Very good experience. Very patient in answering my questions. Highly recommend.

I got my first...",0.7172,Roshandel Law,roshandel-law-lynnwood-2,trafficticketinglaw,Lynnwood,WA,98036,47.8193767,-122.2878403,17,5
4835,higRxFmAJJ1eI0R4BxWDoA,"I just inquired Roshandel about fighting Mill Creek on my behalf for a failure to stop at a stop sign ticket and, so far,  I am very pleased with his...",-0.719,Roshandel Law,roshandel-law-lynnwood-2,trafficticketinglaw,Lynnwood,WA,98036,47.8193767,-122.2878403,17,5
4836,higRxFmAJJ1eI0R4BxWDoA,"Roo is probably the best traffic-ticket related attorney in Seattle. He returned my calls very quickly, gave thorough and thoughtful responses to my...",0.7783,Roshandel Law,roshandel-law-lynnwood-2,trafficticketinglaw,Lynnwood,WA,98036,47.8193767,-122.2878403,17,5
4837,qSXll6kO10KKs-bZkhQDjQ,"Steven Palmer is a very good lawyer, he took care of everything for me in filling my bankruptcy case. I would recommend him to anyone and would use him again.",0.8357,Curtis & Casteel Law Group,curtis-and-casteel-law-group-lynnwood-5,realestatelawyers,Lynnwood,WA,98037,47.8278,-122.27986,13,5
4838,qSXll6kO10KKs-bZkhQDjQ,Joshua is super knowledgeable in real estate law. He knew ALL the answers to our questions and told us all things to be concerned about etc. He also helped...,0.5994,Curtis & Casteel Law Group,curtis-and-casteel-law-group-lynnwood-5,realestatelawyers,Lynnwood,WA,98037,47.8278,-122.27986,13,5
4839,qSXll6kO10KKs-bZkhQDjQ,Very professional and knowledgable staff that is easy to work with. They provided guidance and support with regular updates throughout the whole process. I...,0.6808,Curtis & Casteel Law Group,curtis-and-casteel-law-group-lynnwood-5,realestatelawyers,Lynnwood,WA,98037,47.8278,-122.27986,13,5
4840,_WI_guIG7sGPfgxg1n9rvA,Justin at Elsner law firm is the triple threat in the law industry. The process he creates for starting and working with you in your case is absolutely...,-0.3182,Elsner Law Firm,elsner-law-firm-mountlake-terrace,personal_injury,Mountlake Terrace,WA,98043,47.7889399,-122.31082,5,5
4841,_WI_guIG7sGPfgxg1n9rvA,"Had a fantastic experience here.  They made a difficult experience much easier, and always stayed in touch with me in order to ensure a smooth process....",0.7579,Elsner Law Firm,elsner-law-firm-mountlake-terrace,personal_injury,Mountlake Terrace,WA,98043,47.7889399,-122.31082,5,5
4842,_WI_guIG7sGPfgxg1n9rvA,I unfortunately got into an accident where the other party swore it was my fault knowing that it wasn't I left the scene in an ambulance being faced with...,-0.6705,Elsner Law Firm,elsner-law-firm-mountlake-terrace,personal_injury,Mountlake Terrace,WA,98043,47.7889399,-122.31082,5,5
4843,ThEWSZBYfpdsqN-q5P4FmQ,"I was referred to Johanson Law group by family. 

I was parked in a park for 5 mins to answer a phone call after hours and was given a misdemeanor by the...",0,Johanson Law Group,johanson-law-group-edmonds,criminaldefense,Edmonds,WA,98026,47.8072,-122.328,7,4.5
4844,ThEWSZBYfpdsqN-q5P4FmQ,"I was referred to Johnson Law Group through my employer.

Jim answered all my questions, gave me a quick education on residential agreements, and wrote up...",0.2732,Johanson Law Group,johanson-law-group-edmonds,criminaldefense,Edmonds,WA,98026,47.8072,-122.328,7,4.5
4845,ThEWSZBYfpdsqN-q5P4FmQ,Whenever we've needed legal advice or representation Jim has always done a  great job.   Very professional law firm.,0.6808,Johanson Law Group,johanson-law-group-edmonds,criminaldefense,Edmonds,WA,98026,47.8072,-122.328,7,4.5
4846,aWPsZXaX6hxATh1ilwUliQ,"Lance worked with me in 2013. He made sure I was able to afford his services, dealt with my emotions as things got extremely scary for me with a stalker who...",-0.2944,The Law Offices of Lance Fryrear,the-law-offices-of-lance-fryrear-lynnwood,criminaldefense,Lynnwood,WA,98036,47.82285,-122.28611,5,5
4847,aWPsZXaX6hxATh1ilwUliQ,Lance and his team are incredible. I read another review about someone who should have hired him sooner because they could have made things a lot easier on...,0.4215,The Law Offices of Lance Fryrear,the-law-offices-of-lance-fryrear-lynnwood,criminaldefense,Lynnwood,WA,98036,47.82285,-122.28611,5,5
4848,aWPsZXaX6hxATh1ilwUliQ,"Amazing Attorney. Not only did Lance decide to take on my case, but he worked with me to make sure it didn't break my bank. I was charged with Assault, even...",-0.4678,The Law Offices of Lance Fryrear,the-law-offices-of-lance-fryrear-lynnwood,criminaldefense,Lynnwood,WA,98036,47.82285,-122.28611,5,5
4849,97S0t4Z_wleVPROAyN9LyQ,"These attorneys are easy to work with and I feel they truly care to help. When I contact them, I get a timely response and I really feel good about the...",0.931,Staton Silber,staton-silber-seattle,employmentlawyers,Seattle,WA,98155,47.7732506,-122.3079681,6,5
4850,97S0t4Z_wleVPROAyN9LyQ,"I've read all the previous reviews and I wish I could add something else, but I can't.  The reviews are as stellar as Robert is.  He listens, he cares, he...",0.705,Staton Silber,staton-silber-seattle,employmentlawyers,Seattle,WA,98155,47.7732506,-122.3079681,6,5
4851,97S0t4Z_wleVPROAyN9LyQ,"My attorney Natasha is super cool, knowledgeable and is very good at explaining things. I would totally recommend Mrs. Natasha to anyone that is in need of...",0.9039,Staton Silber,staton-silber-seattle,employmentlawyers,Seattle,WA,98155,47.7732506,-122.3079681,6,5
4852,u3isWg7Ux58F8cN_7sbw4A,"Ada helped my family with estate planning and power of attorney documentation. Ada is very efficient, thorough, and her communication is crisp and concise....",0.4754,AKW Law,akw-law-mountlake-terrace,personal_injury,Mountlake Terrace,WA,98043,47.8002361,-122.3167551,3,5
4853,u3isWg7Ux58F8cN_7sbw4A,"Powerful and Effective Representation!

I found myself in the unfortunate position of being owed money by someone who was unwilling to pay. I was referred...",0.4199,AKW Law,akw-law-mountlake-terrace,personal_injury,Mountlake Terrace,WA,98043,47.8002361,-122.3167551,3,5
4854,u3isWg7Ux58F8cN_7sbw4A,"Ada Wong is a very knowledgeable and helpful lawyer. I would definitely call her again. She help me get what was deserved. Very punctual, and stayed on the...",0.8158,AKW Law,akw-law-mountlake-terrace,personal_injury,Mountlake Terrace,WA,98043,47.8002361,-122.3167551,3,5
4855,izlAA6Pn9LMRPa6QID8V2w,Lucas is by far the best lawyer I've ever met. My boyfriend hired him for his family and criminal cases and he won ALL of them! Lucas is very compassionate...,0.6996,The Law Firm of Lucas D McWethy,the-law-firm-of-lucas-d-mcwethy-lynnwood,duilawyers,Lynnwood,WA,98036,47.81981,-122.29009,4,5
4856,izlAA6Pn9LMRPa6QID8V2w,"I just received a free consultation with Lucas. He was honest, calm and smart. After dealing with many lawyers I know that is all you can ask for. If you...",0.891,The Law Firm of Lucas D McWethy,the-law-firm-of-lucas-d-mcwethy-lynnwood,duilawyers,Lynnwood,WA,98036,47.81981,-122.29009,4,5
4857,izlAA6Pn9LMRPa6QID8V2w,I have hired Lucas D. Mcwethy legal services countless times and he has never let me down. It is quite impressive how much he cares about people and loves...,0.796,The Law Firm of Lucas D McWethy,the-law-firm-of-lucas-d-mcwethy-lynnwood,duilawyers,Lynnwood,WA,98036,47.81981,-122.29009,4,5
4858,3e81Wwv6pQm1Vgx2yjdyoA,Jacob took the time to explain everything to me and was extremely helpful. He also had great communication skills and allowed me to feel comfortable that...,0.8883,Jacob B Bozeman- Real Estate Attorney,jacob-b-bozeman-real-estate-attorney-lynnwood,realestatelawyers,Lynnwood,WA,98036,47.817846,-122.2902714,3,5
4859,3e81Wwv6pQm1Vgx2yjdyoA,Mr. Bozeman helped us with an eviction case. He was professional and advised us well. He took the time to explain our different options. We were extremely...,-0.2263,Jacob B Bozeman- Real Estate Attorney,jacob-b-bozeman-real-estate-attorney-lynnwood,realestatelawyers,Lynnwood,WA,98036,47.817846,-122.2902714,3,5
4860,3e81Wwv6pQm1Vgx2yjdyoA,Great lawyer! He was thorough and professional. He just won our case and we couldn't have done so without him.,0.8439,Jacob B Bozeman- Real Estate Attorney,jacob-b-bozeman-real-estate-attorney-lynnwood,realestatelawyers,Lynnwood,WA,98036,47.817846,-122.2902714,3,5
4861,1nKJ5YwYIjvm_-GM6ROWmQ,"Paul is thorough, honest, kind and really knows the law. He worked very hard for me on a DUI case and we got the best possible outcome. He even spent 2...",0.8809,Paul Hanson - Lynnwood DUI Lawyer,paul-hanson-lynnwood-dui-lawyer-lynnwood-3,criminaldefense,Lynnwood,WA,98037,47.8278,-122.27986,4,5
4862,1nKJ5YwYIjvm_-GM6ROWmQ,Paul is an excellent lawyer. He says what he means and does what he says. He took what was a horrible situation and turned it into the best possible...,0.6597,Paul Hanson - Lynnwood DUI Lawyer,paul-hanson-lynnwood-dui-lawyer-lynnwood-3,criminaldefense,Lynnwood,WA,98037,47.8278,-122.27986,4,5
4863,1nKJ5YwYIjvm_-GM6ROWmQ,"I have worked with Paul Hanson for over 20 years. He is a man of integrity. He is professional, honest and caring. He will take the time to explain all of...",0.8442,Paul Hanson - Lynnwood DUI Lawyer,paul-hanson-lynnwood-dui-lawyer-lynnwood-3,criminaldefense,Lynnwood,WA,98037,47.8278,-122.27986,4,5
4864,_CfnVX3SdSZnrqBq0N4nmw,"I highly recommend John Segelbaum‼ if you need the best of the best for an attorney ,,if you want to win your case for whatever happened to yourself John is...",0.9459,"John F Segelbaum, Attorney At Law",john-f-segelbaum-attorney-at-law-edmonds,criminaldefense,Edmonds,WA,98026,47.8072,-122.328,5,4
4865,_CfnVX3SdSZnrqBq0N4nmw,"John Segelbaum did a great job in succesfully defending my case ending with the best possible result. Thanks John, you get my top recommendation.  Sharp and...",0.9186,"John F Segelbaum, Attorney At Law",john-f-segelbaum-attorney-at-law-edmonds,criminaldefense,Edmonds,WA,98026,47.8072,-122.328,5,4
4866,_CfnVX3SdSZnrqBq0N4nmw,"I had been to a few lawyers before hiring John. He was professional and very up front about what to expect, he told me the steps I needed to take, what I...",0,"John F Segelbaum, Attorney At Law",john-f-segelbaum-attorney-at-law-edmonds,criminaldefense,Edmonds,WA,98026,47.8072,-122.328,5,4
4867,t5xLelFjdusb7mvI0dx4Jg,"Empathetic, knowledgeable, concise and comprehensive are words I would use in describing Jacob Menache. 
The meeting regarding our father's estate is NOT...",0.5719,Hickman Menashe Attorneys At Law,hickman-menashe-attorneys-at-law-lynnwood,willstrustsprobates,Lynnwood,WA,98036,47.8177599,-122.2903956,3,4.5
4868,t5xLelFjdusb7mvI0dx4Jg,"Completely competent attorneys and paralegal, but I hate that they charge for phone calls. Even to ask a question or two, kinda really makes people think...",-0.6432,Hickman Menashe Attorneys At Law,hickman-menashe-attorneys-at-law-lynnwood,willstrustsprobates,Lynnwood,WA,98036,47.8177599,-122.2903956,3,4.5
4869,t5xLelFjdusb7mvI0dx4Jg,"Jacob Menashe was very kind and helpful in dealing with medical, legal and financial issues for my father in law after he passed. Not only is he highly...",0.8051,Hickman Menashe Attorneys At Law,hickman-menashe-attorneys-at-law-lynnwood,willstrustsprobates,Lynnwood,WA,98036,47.8177599,-122.2903956,3,4.5
4870,nhH3Cf_H4yVAI4NFok65Hg,What a great attorney ! Schoen Parnell makes my head spin by the amount of research and effort he puts in his cases. I would recommend Schoen Parnell to...,0.784,"Parnell Defense, PLLC",parnell-defense-pllc-lynnwood,criminaldefense,Lynnwood,WA,98037,47.8283492,-122.2791586,2,5
4871,nhH3Cf_H4yVAI4NFok65Hg,"I want to summarize Schoen's level of excellence without making you read everything below.  He is professional, confident, and thorough. . .but most of all...",0.5859,"Parnell Defense, PLLC",parnell-defense-pllc-lynnwood,criminaldefense,Lynnwood,WA,98037,47.8283492,-122.2791586,2,5
4872,gClNIsvHZQ4saPYvAOZ5Lw,"Goin to Michael P  Sheehy was my best decision that i made.
I got my case dismissed in jst about 3 months.
Im so glad that i found Michael P Sheehy.",0.8429,Law Office Of  Michael P Sheehy,law-office-of-michael-p-sheehy-lynnwood-4,criminaldefense,Lynnwood,WA,98036,47.8264957,-122.2790204,2,5
4873,gClNIsvHZQ4saPYvAOZ5Lw,Michael is an awesome lawyer! I referred my boyfriend to him when my boyfriend got into a big mess with a hit and run charge. Michael got the case dismissed...,0.4389,Law Office Of  Michael P Sheehy,law-office-of-michael-p-sheehy-lynnwood-4,criminaldefense,Lynnwood,WA,98036,47.8264957,-122.2790204,2,5
4874,BnZ4lT9ofS0cgHpq8oi-Bw,The GRLG Legal and Escrow teams were rock stars when dealing with a particularly high stress transaction this past month. I represented the seller who was...,-0.3774,Galvin Realty Law Group,galvin-realty-law-group-mountlake-terrace-2,estateplanning,Mountlake Terrace,WA,98043,47.80028915,-122.316803,2,3
4875,BnZ4lT9ofS0cgHpq8oi-Bw,We were the sellers of our transaction that was made more stressful than it needed to be. We got contacted by the escrow group less than a week before...,-0.5563,Galvin Realty Law Group,galvin-realty-law-group-mountlake-terrace-2,estateplanning,Mountlake Terrace,WA,98043,47.80028915,-122.316803,2,3
4876,2taqJaiTVuZN0ZiWh1_IUw,I never share my negative experiences online although this is one that must be shared.  We started our trademark process in August of 2016 and still have...,0.5439,Bold Patents Law Firm,bold-patents-law-firm-mountlake-terrace-4,iplaw,Mountlake Terrace,WA,98043,47.8002899,-122.3168,2,3
4877,2taqJaiTVuZN0ZiWh1_IUw,"J.D. helped my startup file a provisional patent over 4 months. We ended up with something large and robust. His coaching, responsiveness, and knowledge of...",0.34,Bold Patents Law Firm,bold-patents-law-firm-mountlake-terrace-4,iplaw,Mountlake Terrace,WA,98043,47.8002899,-122.3168,2,3
4878,ffQU5eCpwTlJuuXEoCHjbw,"Although they come across as nice people, little was done to help me. I paid money for...what? A lot of worry and grief as my bad situation escalated. I...",-0.6249,Hawkes Law Firm,hawkes-law-firm-shoreline,divorce,Shoreline,WA,98155,47.77433,-122.30834,10,2
4879,ffQU5eCpwTlJuuXEoCHjbw,Very unethical. Do not prepay. If you have it is best to cut your losses and find another firm. I worked with Betsy and Roger. Very deceitful. I can feel...,-0.7496,Hawkes Law Firm,hawkes-law-firm-shoreline,divorce,Shoreline,WA,98155,47.77433,-122.30834,10,2
4880,ffQU5eCpwTlJuuXEoCHjbw,"I highly recommend the Hawkes Law Firm if you are a cheating, drunk, adulterous, abusive loser husband who deserves less than nothing of your community...",-0.8958,Hawkes Law Firm,hawkes-law-firm-shoreline,divorce,Shoreline,WA,98155,47.77433,-122.30834,10,2
4881,_uQPMbDukMRx2T5uHpu63w,"Went in as a referral from our chiro in Lynnwood, because the 3rd party insurance wasn't paying our PIP.  Had to get an attny bc the hubby and i were...",0.4019,Walsh James R Atty,walsh-james-r-atty-lynnwood,lawyers,Lynnwood,WA,98036,47.81875,-122.29051,1,3
4882,JEzqadwwr8R1IKfG9x6xag,Marke Schnackenberg is the only lawyer I woulld ever have represent my love ones and or myself on any matter . Marke Schnackenberg is an excellent attorney...,0.8402,Schnackenberg Law Office,schnackenberg-law-office-lynnwood,criminaldefense,Lynnwood,WA,98036,47.82353973,-122.2919998,2,5
4883,JEzqadwwr8R1IKfG9x6xag,Marke Schnackenberg is by far the best lawyer I have had. I don't know how many times the judge wanted to throw me in jail but he has talked the judge out...,0.3818,Schnackenberg Law Office,schnackenberg-law-office-lynnwood,criminaldefense,Lynnwood,WA,98036,47.82353973,-122.2919998,2,5
4884,I46eaXbK_Vi_I60NuP1rgw,"My wife and I are very satisfied with Lawyer Stefania Ramos, she worked so hard to help us to get what we wanted. When we met her for the first time she...",0.6358,Ramos Immigration,ramos-immigration-lynnwood,immigrationlawyers,Lynnwood,WA,98036,47.81019,-122.32368,2,4
4885,I46eaXbK_Vi_I60NuP1rgw,"Mr Sambou and Mrs Lakey sambou. Both of us are extremely satisfied with the extra ordinary. services, Ramos immigration office offered to us in period 2017...",0.4754,Ramos Immigration,ramos-immigration-lynnwood,immigrationlawyers,Lynnwood,WA,98036,47.81019,-122.32368,2,4
4947,mAemDhaL6RqeidytkIWysw,The Donahey Law Firm answered every question I had regarding my personal injury in a time efficient manner.,0,The Donahey Law Firm,the-donahey-law-firm-columbus-2,personal_injury,Columbus,OH,43215,39.95244,-82.99898,1,5
4948,fQ55stW_R83gSE4W8c82MQ,"Joe is a wonderful man, not to mention a spectacular attourney. Joe will get the job done for you and he will do it in a timely fashion. I went to Joe with...",0.5719,Joe Edwards Attorney,joe-edwards-attorney-columbus,duilawyers,Columbus,OH,43215,39.95153427,-82.99909973,1,5
4951,432AhjMp7rYbFpoPIMPqUw,"I hired George McCann to draft 5 wills for my entire family, along with the associated POAs.

The documents were completed exactly as I'd requested, and...",0,Fry & McCann,fry-and-mccann-columbus,estateplanning,Columbus,OH,43215,39.95246506,-82.99749756,1,5
4954,SNhvIEJHJGOHJMZv3B_hDQ,Had an unfortunate traffic ticket affect my job contacted yavitch & palmer explained the situation Jeff Linn took my case and with no hesitation. He...,-0.743,"Yavitch & Palmer Co, LPA",yavitch-and-palmer-co-lpa-columbus,criminaldefense,Columbus,OH,43215,39.95159,-82.9988,1,5
4955,WCU73qQq5FweijjV36ylCg,"We employed Ken Farrell to assist us when we purchased a piece of State surplus property. Since we were supplied at closing with only a Quit Claim deed, we...",0,Farrell and Farrell,farrell-and-farrell-hamburg,lawyers,Hamburg,NY,14075,42.72768861,-78.83746449,1,5
4956,zNnX32Mo95nN3yS0P6D4qQ,"I have dealt with R.J. Freeman from this law firm. He is very caring when you meet with him, however it is almost impossible to contact him about anything....",0.7346,Dennis Gaughan,dennis-gaughan-hamburg-2,criminaldefense,Hamburg,NY,14075,42.727409,-78.826148,3,1
4957,zNnX32Mo95nN3yS0P6D4qQ,"RJ told me he filed custody papers on my behalf for my grandchildren. HE NEVER DID. NOW, my grandchildren have been placed and I have to hire a competent...",0,Dennis Gaughan,dennis-gaughan-hamburg-2,criminaldefense,Hamburg,NY,14075,42.727409,-78.826148,3,1
4958,zNnX32Mo95nN3yS0P6D4qQ,"dennis is gruff and rude. continually told me that i would need to shave my beard etc to get a job, like he was my dad or something.

his son is negligent...",-0.128,Dennis Gaughan,dennis-gaughan-hamburg-2,criminaldefense,Hamburg,NY,14075,42.727409,-78.826148,3,1
4959,7_eVY6W_77gnqHIW0I4d2g,"Probably not the most reputable or knowledgeable law firm.

I just received a strongly worded certified postal letter from their partner Christopher...",0.2732,Shaw & Shaw PC,shaw-and-shaw-pc-hamburg,divorce,Hamburg,NY,14075,42.76569,-78.82486,2,1.5
4960,7_eVY6W_77gnqHIW0I4d2g,I would like to add that after 13 days my overnight envelope finally made it to me when UPS called me themselves to ask me my real mailing address.,0.3612,Shaw & Shaw PC,shaw-and-shaw-pc-hamburg,divorce,Hamburg,NY,14075,42.76569,-78.82486,2,1.5
5019,CCGmfY1yVgrTXnINq211Ww,As the prosecutor wound down her closing argument it was dead solid certain I was doomed --our defense argument was coming apart like a cheap pinata.  As...,-0.8316,David Burrows Attorney,david-burrows-attorney-richardson-3,criminaldefense,Richardson,TX,75080,32.814893,-96.790307,3,5
5020,CCGmfY1yVgrTXnINq211Ww,I just wanted to give a big thumbs up to David Burrows!! WOW! He is the best DWI Attorney in the Dallas Forth worth area. He is a true professional at his...,0.9361,David Burrows Attorney,david-burrows-attorney-richardson-3,criminaldefense,Richardson,TX,75080,32.814893,-96.790307,3,5
5021,CCGmfY1yVgrTXnINq211Ww,I had gotten a DWI and a friend referred me to Mr. Burrows and that was the best phone call I could have ever made. He was able to answer all my concerns...,0.8126,David Burrows Attorney,david-burrows-attorney-richardson-3,criminaldefense,Richardson,TX,75080,32.814893,-96.790307,3,5
5022,wZFRrW1HtkYHGSHH8Pn4LQ,Sometimes people get in situations far worse than they could have ever imagined. This was it for me and I am beyond thankful Tim helped me through this...,0.1531,Clancy & Clancy Attorneys at Law,clancy-and-clancy-attorneys-at-law-dallas-2,criminaldefense,Dallas,TX,75204,32.802635,-96.800868,6,5
5023,wZFRrW1HtkYHGSHH8Pn4LQ,"Sean Kavanagh
Had a great experience working with Tim Clancy. To start off, he treats you like your a person who has feelings and takes into account...",0.765,Clancy & Clancy Attorneys at Law,clancy-and-clancy-attorneys-at-law-dallas-2,criminaldefense,Dallas,TX,75204,32.802635,-96.800868,6,5
5024,wZFRrW1HtkYHGSHH8Pn4LQ,"Tim is an amazing attorney, pure and simple.... I hired him to represent me in a case and he provided sound legal advice and gave me the best representation...",0.8591,Clancy & Clancy Attorneys at Law,clancy-and-clancy-attorneys-at-law-dallas-2,criminaldefense,Dallas,TX,75204,32.802635,-96.800868,6,5
5043,vn5fg3UXzda7GzJcRHEh3A,Bobbit won my case but I didn't like how you have to manage your dates and stuff via web. I wish they would have called and made more of an attempt to build...,0.4998,Bobbitt Law,bobbitt-law-dallas,criminaldefense,Dallas,TX,75206,32.8395,-96.77479,42,1
5044,vn5fg3UXzda7GzJcRHEh3A,"Avoid this firm at all costs.  I hired them to represent me in a speeding ticket case expecting, of course, a better outcome than I could have negotiated...",0.1779,Bobbitt Law,bobbitt-law-dallas,criminaldefense,Dallas,TX,75206,32.8395,-96.77479,42,1
5045,vn5fg3UXzda7GzJcRHEh3A,"Bad experience; they charged their fee to do the exact same thing I could have done for and by myself; they only made my procedure more expensive.
I have...",-0.6486,Bobbitt Law,bobbitt-law-dallas,criminaldefense,Dallas,TX,75206,32.8395,-96.77479,42,1
5046,NTYlvQBAhtkbEFdermwhOw,"Well, I am no esquire. My knowledge in the arena of litigating and courtrooms goes as far as my living room where I enjoy watching Law & Order and all their...",0.4767,Anderson & Anderson,anderson-and-anderson-dallas,lawyers,Dallas,TX,75206,32.82347,-96.76995,5,3.5
5047,NTYlvQBAhtkbEFdermwhOw,"Guys (and gals) before you offer to drive your date home because their BAC is high, check their car's registration and inspection stickers as YOU ARE THE...",0,Anderson & Anderson,anderson-and-anderson-dallas,lawyers,Dallas,TX,75206,32.82347,-96.76995,5,3.5
5048,NTYlvQBAhtkbEFdermwhOw,"I got a ticket from the meanest cop ever for running a yellow light, which he said was red. Anyway, I thought if I showed up to court and the cop didn't, I...",0,Anderson & Anderson,anderson-and-anderson-dallas,lawyers,Dallas,TX,75206,32.82347,-96.76995,5,3.5
5055,EJbwvkDi2NYgJHah-uPKSA,"If you need a top-notch criminal or divorce attorney in Dallas County, John Withers, Jr. is one I would check out. John, Jr.  doesn't bullshit and he tells...",-0.0844,Withers & Withers Pc,withers-and-withers-pc-dallas,lawyers,Dallas,TX,75206,32.84118,-96.77398,1,5
5056,-0Mgg34kk6Ak0rZNY5Hkig,We highly recommend Ms. Melanie Grimes. We enjoyed very much our mediation process. Legal/court matters are always nerve wrecking but Ms. Grimes' was able...,0.0249,Grimes Melanie,grimes-melanie-dallas,lawyers,Dallas,TX,75206,32.84511,-96.77292,3,3.5
5057,-0Mgg34kk6Ak0rZNY5Hkig,My wife and I approached Melanie to help mediate a divorce after I left the marriage due to emotional abuse.  We arrived and were both told that Melanie...,-0.2263,Grimes Melanie,grimes-melanie-dallas,lawyers,Dallas,TX,75206,32.84511,-96.77292,3,3.5
5058,-0Mgg34kk6Ak0rZNY5Hkig,"I have my usual go-to mediator in Dallas County, so this was my first experience with Melanie Grimes.

Ms. Grimes had a great demeanor, as well as a...",0.4939,Grimes Melanie,grimes-melanie-dallas,lawyers,Dallas,TX,75206,32.84511,-96.77292,3,3.5
